Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
2(1)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 795,  9,  8,  167, 1, 2, 570361, 15380.31, 0, 0.00, 1: 93; 2: 37; 
Bortezomib_Responses_in_U266_Human_Myelo, 795,  9,  8,  167, 1, 2, 570361, 15380.31, 0, 0.00, 1: 93; 2: 37; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  166, 1, 3, 610194, 15380.31, 0, 0.00, 1: 98; 2: 28; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  166, 1, 3, 570076, 15380.31, 57, 0.00, 1: 96; 2: 32; 3: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  166, 1, 3, 570390, 15380.31, 64, 0.00, 1: 96; 2: 32; 3: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 103,  9,  8,  166, 1, 3, 570398, 15380.31, 0, 0.00, 1: 97; 2: 30; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  166, 1, 3, 604862, 15380.31, 0, 0.00, 1: 97; 2: 30; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  167, 1, 3, 570141, 15380.31, 0, 0.00, 1: 96; 2: 31; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 418, 10,  7,  167, 1, 3, 557176, 15380.31, 0, 0.00, 1: 97; 2: 29; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 770,  6, 12,  167, 1, 3, 570295, 15380.31, 0, 0.00, 1: 97; 2: 29; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  167, 1, 3, 570424, 15380.31, 0, 0.00, 1: 94; 2: 35; 3: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  168, 1, 3, 604991, 15380.31, 51, 0.00, 1: 96; 2: 30; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 831,  8,  9,  168, 1, 3, 570397, 15380.31, 0, 0.00, 1: 97; 2: 28; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  168, 1, 3, 557190, 15380.31, 10, 0.00, 1: 98; 2: 26; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  168, 1, 3, 570372, 15380.31, 0, 0.00, 1: 99; 2: 24; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  168, 1, 3, 557114, 15380.31, 0, 0.00, 1: 93; 2: 36; 3: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 328, 10,  7,  168, 1, 3, 557214, 15380.31, 21, 0.00, 1: 94; 2: 34; 3: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  168, 1, 3, 570215, 15380.31, 0, 0.00, 1: 98; 2: 26; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  27,  8,  9,  168, 1, 3, 570387, 15380.31, 32, 0.00, 1: 96; 2: 30; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  81,  8,  9,  168, 1, 3, 570120, 15380.31, 0, 0.00, 1: 95; 2: 32; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  168, 1, 3, 610365, 15380.31, 0, 0.00, 1: 97; 2: 28; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  168, 1, 3, 610097, 15380.31, 0, 0.00, 1: 95; 2: 32; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 292,  8,  9,  168, 1, 3, 570416, 15380.31, 15, 0.00, 1: 95; 2: 32; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  168, 1, 3, 570293, 15380.31, 0, 0.00, 1: 95; 2: 32; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 660,  7, 10,  169, 1, 3, 557201, 15380.31, 31, 0.00, 1: 96; 2: 29; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 950,  7, 11,  169, 1, 3, 604907, 15380.31, 0, 0.00, 1: 96; 2: 29; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  169, 1, 3, 570272, 15380.31, 20, 0.00, 1: 94; 2: 33; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 356,  9,  8,  169, 1, 3, 570334, 15380.31, 16, 0.00, 1: 95; 2: 31; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 854, 10,  7,  169, 1, 3, 557211, 15380.31, 0, 0.00, 1: 94; 2: 33; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 978,  8,  9,  169, 1, 3, 570309, 15380.31, 0, 0.00, 1: 93; 2: 35; 3: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  169, 1, 3, 570373, 15380.31, 0, 0.00, 1: 97; 2: 27; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  169, 1, 3, 557141, 15380.31, 0, 0.00, 1: 94; 2: 33; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  169, 1, 3, 610130, 15380.31, 3, 0.00, 1: 94; 2: 33; 3: 3; 
