Seed 1656949570
ARCH 1|F_ID 2|LIMIT 3
before: 
2(1)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 496,  9,  6,  184, 1, 2, 427869, 15599.27, 21, 0.00, 1: 86; 2: 49; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 496,  9,  6,  184, 1, 2, 427869, 15599.27, 21, 0.00, 1: 86; 2: 49; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 139,  7,  8,  177, 1, 3, 442672, 15599.27, 0, 0.00, 1: 96; 2: 36; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 787,  7,  8,  177, 1, 3, 442658, 15599.27, 0, 0.00, 1: 95; 2: 38; 3: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 270,  7,  8,  178, 1, 3, 442667, 15599.27, 0, 0.00, 1: 97; 2: 33; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 299,  8,  7,  178, 1, 3, 442672, 15599.27, 0, 0.00, 1: 95; 2: 37; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 390,  9,  6,  178, 1, 3, 427869, 15599.27, 0, 0.00, 1: 95; 2: 37; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  62,  8,  7,  178, 1, 3, 442876, 15599.27, 0, 0.00, 1: 98; 2: 31; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 772,  7,  8,  178, 1, 3, 442703, 15599.27, 40, 0.00, 1: 95; 2: 37; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 571,  7,  8,  178, 1, 3, 442677, 15599.27, 0, 0.00, 1: 97; 2: 33; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 361,  7,  8,  178, 1, 3, 442695, 15599.27, 0, 0.00, 1: 94; 2: 39; 3: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 234,  7,  8,  178, 1, 3, 442664, 15599.27, 0, 0.00, 1: 93; 2: 41; 3: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 774,  8,  7,  179, 1, 3, 442647, 15599.27, 0, 0.00, 1: 96; 2: 34; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 906,  7,  8,  179, 1, 3, 442675, 15599.27, 0, 0.00, 1: 93; 2: 40; 3: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 891,  9,  6,  179, 1, 3, 427869, 15599.27, 0, 0.00, 1: 97; 2: 32; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 665,  6, 10,  179, 1, 3, 470652, 15599.27, 0, 0.00, 1: 94; 2: 38; 3: 3; 
