Seed 1656949570
ARCH 2|F_ID 1|LIMIT 4
before: 
32(1)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  192, 1, 3, 795751, 21751.54, 0, 0.00, 1: 110; 2: 38; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 135,  9, 11,  195, 1, 2, 786345, 21751.54, 0, 0.00, 1: 105; 2: 45; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 900, 12,  8,  191, 1, 3, 764449, 21751.54, 84, 0.00, 1: 112; 2: 35; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 417,  9, 11,  192, 1, 3, 786030, 21751.54, 0, 0.00, 1: 110; 2: 38; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  192, 1, 3, 795751, 21751.54, 0, 0.00, 1: 110; 2: 38; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 632, 10, 10,  193, 1, 3, 795944, 21751.54, 50, 0.00, 1: 108; 2: 41; 3: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 652, 10, 10,  193, 1, 3, 796164, 21751.54, 77, 0.00, 1: 109; 2: 39; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 958,  9, 11,  193, 1, 3, 785554, 21751.54, 0, 0.00, 1: 111; 2: 35; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 516,  7, 15,  193, 1, 3, 826695, 21751.54, 0, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  193, 1, 3, 764466, 21751.54, 0, 0.00, 1: 108; 2: 41; 3: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 154,  9, 11,  193, 1, 3, 786086, 21751.54, 0, 0.00, 1: 108; 2: 41; 3: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  52,  8, 12,  194, 1, 3, 764448, 21751.54, 16, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 902, 11,  9,  194, 1, 3, 786252, 21751.54, 0, 0.00, 1: 108; 2: 40; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 152, 11,  9,  194, 1, 3, 785887, 21751.54, 22, 0.00, 1: 108; 2: 40; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 687, 10, 10,  194, 1, 3, 796340, 21751.54, 0, 0.00, 1: 109; 2: 38; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 535,  9, 11,  194, 1, 3, 786210, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 379, 11,  9,  194, 1, 3, 786318, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 397, 10, 10,  194, 1, 3, 795938, 21751.54, 0, 0.00, 1: 109; 2: 38; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 398,  8, 12,  194, 1, 3, 764484, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  46,  9, 11,  194, 1, 3, 785959, 21751.54, 0, 0.00, 1: 108; 2: 40; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 709, 11,  9,  194, 1, 3, 786190, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  194, 1, 3, 764367, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 439, 12,  8,  194, 1, 3, 764478, 21751.54, 0, 0.00, 1: 109; 2: 38; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 749, 11,  9,  194, 1, 3, 786294, 21751.54, 0, 0.00, 1: 108; 2: 40; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  194, 1, 3, 785963, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  194, 1, 3, 796071, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  194, 1, 3, 786069, 21751.54, 0, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  194, 1, 3, 786112, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  80, 12,  8,  194, 1, 3, 764182, 21751.54, 12, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  99,  9, 11,  194, 1, 3, 786187, 21751.54, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 365,  9, 11,  194, 1, 3, 786250, 21751.54, 0, 0.00, 1: 108; 2: 40; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 449,  9, 11,  195, 1, 3, 786169, 21751.54, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 399, 12,  8,  195, 1, 3, 764421, 21751.54, 0, 0.00, 1: 108; 2: 39; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 405, 12,  8,  195, 1, 3, 764407, 21751.54, 0, 0.00, 1: 111; 2: 33; 3: 6; 
