Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(1)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 691,  9, 12,  505, 1, 4, 865801, 20949.10, 0, 0.00, 1: 58; 2: 86; 3: 57; 4: 26; 
EGFR_&_ErbB_Signaling, 691,  9, 12,  505, 1, 4, 865801, 20949.10, 0, 0.00, 1: 58; 2: 86; 3: 57; 4: 26; 
EGFR_&_ErbB_Signaling, 848,  8, 14,  488, 1, 5, 891118, 20949.10, 37, 0.00, 1: 76; 2: 74; 3: 51; 4: 19; 5: 7; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  490, 1, 5, 891092, 20949.10, 0, 0.00, 1: 71; 2: 76; 3: 57; 4: 19; 5: 4; 
EGFR_&_ErbB_Signaling, 367,  7, 16,  491, 1, 5, 891202, 20949.10, 0, 0.00, 1: 72; 2: 75; 3: 54; 4: 23; 5: 3; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  492, 1, 5, 890984, 20949.10, 4, 0.00, 1: 71; 2: 80; 3: 48; 4: 23; 5: 5; 
EGFR_&_ErbB_Signaling, 663,  7, 17,  492, 1, 5, 940450, 20949.10, 0, 0.00, 1: 75; 2: 72; 3: 52; 4: 23; 5: 5; 
EGFR_&_ErbB_Signaling, 825,  8, 14,  494, 1, 5, 891127, 20949.10, 0, 0.00, 1: 72; 2: 72; 3: 55; 4: 27; 5: 1; 
EGFR_&_ErbB_Signaling, 451,  7, 17,  494, 1, 5, 940632, 20949.10, 0, 0.00, 1: 76; 2: 74; 3: 42; 4: 31; 5: 4; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  495, 1, 5, 890953, 20949.10, 0, 0.00, 1: 67; 2: 80; 3: 55; 4: 22; 5: 3; 
EGFR_&_ErbB_Signaling,   0,  7, 16,  495, 1, 5, 890975, 20949.10, 144, 0.00, 1: 68; 2: 80; 3: 52; 4: 24; 5: 3; 
EGFR_&_ErbB_Signaling, 297,  7, 16,  496, 1, 5, 891030, 20949.10, 0, 0.00, 1: 66; 2: 79; 3: 58; 4: 22; 5: 2; 
EGFR_&_ErbB_Signaling, 649,  8, 14,  496, 1, 5, 891142, 20949.10, 0, 0.00, 1: 74; 2: 68; 3: 58; 4: 23; 5: 4; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  496, 1, 5, 830180, 20949.10, 3, 0.00, 1: 70; 2: 76; 3: 52; 4: 27; 5: 2; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  496, 1, 5, 940584, 20949.10, 74, 0.00, 1: 65; 2: 82; 3: 56; 4: 21; 5: 3; 
EGFR_&_ErbB_Signaling, 504,  8, 14,  496, 1, 5, 891058, 20949.10, 24, 0.00, 1: 64; 2: 83; 3: 57; 4: 20; 5: 3; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  496, 1, 5, 891032, 20949.10, 0, 0.00, 1: 70; 2: 75; 3: 56; 4: 22; 5: 4; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  496, 1, 5, 891105, 20949.10, 0, 0.00, 1: 68; 2: 77; 3: 58; 4: 20; 5: 4; 
EGFR_&_ErbB_Signaling,   6, 12,  9,  496, 1, 5, 865819, 20949.10, 0, 0.00, 1: 66; 2: 81; 3: 56; 4: 20; 5: 4; 
EGFR_&_ErbB_Signaling, 123, 11, 10,  497, 1, 5, 879102, 20949.10, 0, 0.00, 1: 75; 2: 67; 3: 59; 4: 19; 5: 7; 
EGFR_&_ErbB_Signaling, 945, 11, 10,  497, 1, 5, 879034, 20949.10, 0, 0.00, 1: 74; 2: 71; 3: 54; 4: 21; 5: 7; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  497, 1, 5, 940552, 20949.10, 0, 0.00, 1: 64; 2: 86; 3: 50; 4: 24; 5: 3; 
EGFR_&_ErbB_Signaling, 153,  7, 16,  497, 1, 5, 891062, 20949.10, 0, 0.00, 1: 74; 2: 72; 3: 50; 4: 26; 5: 5; 
EGFR_&_ErbB_Signaling,   2, 11, 10,  497, 1, 5, 879073, 20949.10, 42, 0.00, 1: 68; 2: 79; 3: 51; 4: 27; 5: 2; 
EGFR_&_ErbB_Signaling, 565,  7, 17,  497, 1, 5, 940504, 20949.10, 0, 0.00, 1: 67; 2: 77; 3: 59; 4: 21; 5: 3; 
EGFR_&_ErbB_Signaling, 160,  8, 14,  497, 1, 5, 891033, 20949.10, 9, 0.00, 1: 68; 2: 78; 3: 54; 4: 24; 5: 3; 
EGFR_&_ErbB_Signaling, 838, 12,  9,  497, 1, 5, 865803, 20949.10, 0, 0.00, 1: 70; 2: 73; 3: 59; 4: 21; 5: 4; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  497, 1, 5, 865796, 20949.10, 0, 0.00, 1: 62; 2: 83; 3: 61; 4: 19; 5: 2; 
EGFR_&_ErbB_Signaling, 424,  7, 17,  497, 1, 5, 940384, 20949.10, 21, 0.00, 1: 69; 2: 81; 3: 48; 4: 23; 5: 6; 
EGFR_&_ErbB_Signaling, 179,  7, 16,  497, 1, 5, 891065, 20949.10, 0, 0.00, 1: 68; 2: 80; 3: 51; 4: 24; 5: 4; 
EGFR_&_ErbB_Signaling, 256,  7, 16,  498, 1, 5, 891002, 20949.10, 16, 0.00, 1: 69; 2: 78; 3: 51; 4: 25; 5: 4; 
EGFR_&_ErbB_Signaling, 794, 11, 10,  498, 1, 5, 879100, 20949.10, 0, 0.00, 1: 69; 2: 73; 3: 58; 4: 26; 5: 1; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  498, 1, 5, 840840, 20949.10, 0, 0.00, 1: 68; 2: 79; 3: 54; 4: 20; 5: 6; 
EGFR_&_ErbB_Signaling, 383,  8, 14,  498, 1, 5, 891064, 20949.10, 0, 0.00, 1: 63; 2: 81; 3: 63; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 760,  8, 14,  498, 1, 5, 890981, 20949.10, 33, 0.00, 1: 72; 2: 75; 3: 51; 4: 22; 5: 7; 
