Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
04(1)
Melhor resultado nxn: CD4_T_cell_signaling, 352, 14, 14,  767, 0, 4, 1583698, 111809.21, 22, 0.00, 0: 4; 1: 86; 2: 127; 3: 89; 4: 40; 
CD4_T_cell_signaling, 352, 14, 14,  767, 0, 4, 1583698, 111809.21, 22, 0.00, 0: 4; 1: 86; 2: 127; 3: 89; 4: 40; 
CD4_T_cell_signaling, 248, 12, 17,  731, 0, 5, 1626237, 111809.21, 16, 0.00, 0: 4; 1: 98; 2: 133; 3: 80; 4: 28; 5: 3; 
CD4_T_cell_signaling, 877, 16, 12,  737, 0, 5, 1539668, 111809.21, 0, 0.00, 0: 4; 1: 98; 2: 123; 3: 93; 4: 26; 5: 2; 
CD4_T_cell_signaling,  60, 11, 18,  741, 0, 5, 1595436, 111809.21, 15, 0.00, 0: 4; 1: 108; 2: 112; 3: 82; 4: 37; 5: 3; 
CD4_T_cell_signaling, 395, 12, 16,  742, 0, 5, 1539722, 111809.21, 0, 0.00, 0: 4; 1: 95; 2: 123; 3: 97; 4: 25; 5: 2; 
CD4_T_cell_signaling, 654, 10, 20,  742, 0, 5, 1606481, 111809.21, 0, 0.00, 0: 4; 1: 104; 2: 117; 3: 87; 4: 27; 5: 7; 
CD4_T_cell_signaling, 372, 12, 16,  743, 0, 5, 1539675, 111809.21, 117, 0.00, 0: 4; 1: 96; 2: 123; 3: 94; 4: 26; 5: 3; 
CD4_T_cell_signaling, 970, 11, 18,  745, 0, 5, 1595553, 111809.21, 0, 0.00, 0: 4; 1: 96; 2: 121; 3: 97; 4: 24; 5: 4; 
CD4_T_cell_signaling, 508, 12, 17,  748, 0, 5, 1626201, 111809.21, 78, 0.00, 0: 4; 1: 98; 2: 117; 3: 95; 4: 29; 5: 3; 
CD4_T_cell_signaling, 311, 14, 14,  749, 0, 5, 1583762, 111809.21, 0, 0.00, 0: 4; 1: 92; 2: 126; 3: 94; 4: 27; 5: 3; 
CD4_T_cell_signaling, 303, 12, 17,  749, 0, 5, 1626233, 111809.21, 0, 0.00, 0: 4; 1: 93; 2: 124; 3: 94; 4: 29; 5: 2; 
