Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
343(2)
Melhor resultado nxn: CD4_T_cell_signaling, 831, 14, 14,  494, 1, 4, 1583739, 42135.61, 0, 0.00, 1: 226; 2: 94; 3: 24; 4: 2; 
CD4_T_cell_signaling, 948, 16, 12,  493, 1, 3, 1539709, 42135.61, 69, 0.00, 1: 230; 2: 85; 3: 31; 
CD4_T_cell_signaling, 932, 11, 18,  494, 1, 3, 1595596, 42135.61, 115, 0.00, 1: 226; 2: 92; 3: 28; 
CD4_T_cell_signaling, 213, 10, 20,  485, 1, 4, 1606458, 42135.61, 0, 0.00, 1: 237; 2: 82; 3: 24; 4: 3; 
CD4_T_cell_signaling, 118, 12, 17,  485, 1, 4, 1626049, 42135.61, 0, 0.00, 1: 235; 2: 87; 3: 20; 4: 4; 
CD4_T_cell_signaling, 717, 12, 17,  486, 1, 4, 1626275, 42135.61, 0, 0.00, 1: 235; 2: 85; 3: 23; 4: 3; 
CD4_T_cell_signaling, 855, 12, 17,  488, 1, 4, 1626014, 42135.61, 0, 0.00, 1: 229; 2: 94; 3: 21; 4: 2; 
CD4_T_cell_signaling, 826, 16, 12,  488, 1, 4, 1539669, 42135.61, 0, 0.00, 1: 230; 2: 93; 3: 20; 4: 3; 
CD4_T_cell_signaling, 234,  9, 23,  489, 1, 4, 1649597, 42135.61, 0, 0.00, 1: 231; 2: 92; 3: 18; 4: 5; 
CD4_T_cell_signaling, 257,  9, 22,  490, 1, 4, 1595598, 42135.61, 0, 0.00, 1: 233; 2: 87; 3: 21; 4: 5; 
CD4_T_cell_signaling,   9, 12, 16,  491, 1, 4, 1539695, 42135.61, 145, 0.00, 1: 232; 2: 88; 3: 21; 4: 5; 
CD4_T_cell_signaling, 928, 12, 17,  491, 1, 4, 1626168, 42135.61, 70, 0.00, 1: 233; 2: 87; 3: 20; 4: 6; 
CD4_T_cell_signaling, 130, 12, 17,  491, 1, 4, 1626351, 42135.61, 0, 0.00, 1: 228; 2: 96; 3: 17; 4: 5; 
CD4_T_cell_signaling, 830, 12, 16,  491, 1, 4, 1539695, 42135.61, 0, 0.00, 1: 234; 2: 83; 3: 25; 4: 4; 
CD4_T_cell_signaling, 755, 12, 17,  491, 1, 4, 1626120, 42135.61, 0, 0.00, 1: 226; 2: 97; 3: 21; 4: 2; 
CD4_T_cell_signaling, 730, 10, 20,  491, 1, 4, 1606418, 42135.61, 0, 0.00, 1: 225; 2: 100; 3: 18; 4: 3; 
CD4_T_cell_signaling, 508, 12, 17,  491, 1, 4, 1626036, 42135.61, 78, 0.00, 1: 231; 2: 88; 3: 24; 4: 3; 
CD4_T_cell_signaling, 278, 11, 18,  492, 1, 4, 1595596, 42135.61, 0, 0.00, 1: 224; 2: 100; 3: 20; 4: 2; 
CD4_T_cell_signaling, 426, 11, 18,  492, 1, 4, 1595509, 42135.61, 0, 0.00, 1: 230; 2: 90; 3: 22; 4: 4; 
CD4_T_cell_signaling, 849, 16, 12,  492, 1, 4, 1539759, 42135.61, 0, 0.00, 1: 231; 2: 90; 3: 19; 4: 6; 
CD4_T_cell_signaling, 801,  9, 23,  493, 1, 4, 1649607, 42135.61, 0, 0.00, 1: 232; 2: 88; 3: 19; 4: 7; 
CD4_T_cell_signaling, 418, 12, 17,  493, 1, 4, 1626333, 42135.61, 0, 0.00, 1: 229; 2: 92; 3: 20; 4: 5; 
CD4_T_cell_signaling, 455,  9, 23,  493, 1, 4, 1649266, 42135.61, 0, 0.00, 1: 231; 2: 89; 3: 20; 4: 6; 
CD4_T_cell_signaling, 465, 12, 17,  493, 1, 4, 1626189, 42135.61, 0, 0.00, 1: 228; 2: 92; 3: 23; 4: 3; 
CD4_T_cell_signaling, 145, 11, 18,  493, 1, 4, 1595508, 42135.61, 0, 0.00, 1: 228; 2: 92; 3: 23; 4: 3; 
CD4_T_cell_signaling, 437, 10, 20,  493, 1, 4, 1606391, 42135.61, 0, 0.00, 1: 227; 2: 96; 3: 18; 4: 5; 
CD4_T_cell_signaling, 235,  9, 23,  493, 1, 4, 1649517, 42135.61, 0, 0.00, 1: 230; 2: 89; 3: 23; 4: 4; 
CD4_T_cell_signaling, 868, 10, 20,  493, 1, 4, 1606502, 42135.61, 162, 0.00, 1: 233; 2: 86; 3: 20; 4: 7; 
CD4_T_cell_signaling, 236, 13, 15,  493, 1, 4, 1568143, 42135.61, 17, 0.00, 1: 228; 2: 94; 3: 19; 4: 5; 
CD4_T_cell_signaling, 613, 10, 19,  493, 1, 4, 1526062, 42135.61, 0, 0.00, 1: 232; 2: 87; 3: 21; 4: 6; 
CD4_T_cell_signaling, 694, 12, 17,  493, 1, 4, 1626073, 42135.61, 0, 0.00, 1: 226; 2: 95; 3: 23; 4: 2; 
CD4_T_cell_signaling, 524,  9, 23,  494, 1, 4, 1649412, 42135.61, 75, 0.00, 1: 235; 2: 81; 3: 23; 4: 7; 
CD4_T_cell_signaling, 220, 10, 20,  494, 1, 4, 1606369, 42135.61, 173, 0.00, 1: 232; 2: 85; 3: 24; 4: 5; 
CD4_T_cell_signaling,  34, 10, 20,  494, 1, 4, 1606502, 42135.61, 0, 0.00, 1: 220; 2: 107; 3: 16; 4: 3; 
CD4_T_cell_signaling, 588, 11, 18,  494, 1, 4, 1595515, 42135.61, 125, 0.00, 1: 231; 2: 87; 3: 23; 4: 5; 
CD4_T_cell_signaling, 831, 14, 14,  494, 1, 4, 1583739, 42135.61, 0, 0.00, 1: 226; 2: 94; 3: 24; 4: 2; 
CD4_T_cell_signaling, 408, 13, 15,  494, 1, 4, 1568194, 42135.61, 26, 0.00, 1: 229; 2: 90; 3: 23; 4: 4; 
CD4_T_cell_signaling, 925, 11, 18,  494, 1, 4, 1595534, 42135.61, 0, 0.00, 1: 225; 2: 96; 3: 23; 4: 2; 
CD4_T_cell_signaling, 483, 14, 14,  494, 1, 4, 1583781, 42135.61, 0, 0.00, 1: 234; 2: 80; 3: 28; 4: 4; 
